FID,PARENT,STATUS,LENGTH,GREENBOOK,HIGHWAY,GIS,JURISDICTI,QC_NOTE,FUN_CLASS,GRID,MIN_STATIO,MAX_STATIO,COUNCIL,DISTRICT1,District,NO_LABEL,RTE_SYS_ED,Shape__Length,District_Split
168,AMORY1, ,405,Amory Ave,AMORY AV,1,PUBLIC WAY, ,LO,0,0,405,6,1-10B,1-10B,0, ,166.787597440856,['1-10B']
169,AMORY2, ,6191,Amory St,AMORY ST,1,PUBLIC WAY, ,AR,0,0,6191,6,"1-10B, 2-02","1-10B, 2-02",0, ,2555.2944854779603,"['1-10B', ' 2-02']"
170,AMORY3, ,326,Amory Ter,AMORY TER,1,PRIVATE WAY, ,LO,0,0,326,6,1-10B,1-10B,0, ,134.309770998982,['1-10B']
171,AMY C1, ,184,Amy Ct,AMY CT,1,PUBLIC WAY, ,LO,0,0,184,8,1-1B,1-1B,0, ,75.99552909201809,['1-1B']
172,ANAWA1, ,2006,Anawan Ave,ANAWAN AV,1,PUBLIC WAY, ,LO,0,0,2006,6,2-06,2-06,0, ,827.073321667552,['2-06']
173,ANAWA2, ,148,Anawan Ter,ANAWAN TER,1,PUBLIC WAY, ,LO,0,0,148,5,2-06,2-06,1, ,60.9157537995306,['2-06']
174,ANCHO1, ,327,Anchor Way,ANCHOR WAY,1,PRIVATE WAY, ,LO,0,0,327,2,3-05,3-05,0, ,135.19609258146698,['3-05']
175,ANDER1, ,819,Anderson St,ANDERSON ST,1,PUBLIC WAY, ,LO,0,0,819,8,1-1B,1-1B,1, ,338.496706544445,['1-1B']
176,ANDER2, ,646,Anderer Ln,ANDERER LN,1,PRIVATE WAY, ,LO,0,0,646,6,2-06,2-06,0, ,265.949972968691,['2-06']
177,ANDER3, ,79,Anderson Pl,ANDERSON PL,1,PUBLIC WAY, ,LO,0,0,79,8,1-1B,1-1B,1, ,32.585921887596996,['1-1B']
178,ANDOV1, ,320,Andover Rd,ANDOVER RD,1,PUBLIC WAY, ,LO,0,0,320,6,2-06,2-06,1, ,131.871748615402,['2-06']
179,ANDRE1, ,250,Andrews St,ANDREWS ST,1,PUBLIC WAY, ,LO,0,0,250,2,1-1C,1-1C,0, ,103.07109992892,['1-1C']
180,ANDRE2, ,1270,Andrew P McArdle Brdg,ANDREW MCARDLE BRIDGE,1,PUBLIC WAY, ,LO,0,0,1270,1,1-09,1-09,0, ,525.346937283348,['1-09']
181,ANDRE4, ,454,Andrews Pl,ANDREWS PL,1,PRIVATE WAY, ,LO,0,0,454,2,1-1C,1-1C,0, ,187.40291927489497,['1-1C']
182,ANDRI1, ,200,Andria Rd,ANDRIA RD,1,PUBLIC WAY, ,LO,0,0,200,5,2-08,2-08,0, ,82.1538429098003,['2-08']
183,ANGEL1, ,912,Angell St,ANGELL ST,1,PUBLIC WAY, ,CO,0,0,912,4,"3-03, 3-07","3-03, 3-07",1, ,376.13959214065005,"['3-03', ' 3-07']"
184,ANITA1, ,342,Anita Ter,ANITA TER,1,PUBLIC WAY, ,LO,0,0,342,7,1-10B,1-10B,1, ,141.012943488845,['1-10B']
185,ANN S1, ,318,Ann St,ANN ST,1,PRIVATE WAY, ,LO,0,0,318,3,3-07,3-07,1, ,131.199348088173,['3-07']
186,ANNAB1, ,466,Annabel St,ANNABEL ST,1,PUBLIC WAY, ,LO,0,0,466,7,3-03,3-03,1, ,191.70553816414198,['3-03']
187,ANNAF1, ,1269,Annafran St,ANNAFRAN ST,1,PUBLIC WAY, ,LO,0,0,1269,5,2-08,2-08,1, ,523.571421948561,['2-08']
188,ANNAP1, ,343,Annapolis St,ANNAPOLIS ST,1,PUBLIC WAY, ,LO,0,0,343,3,3-03,3-03,1, ,141.18852945280702,['3-03']
189,ANNAV1, ,570,Annavoy St,ANNAVOY ST,1,PUBLIC WAY, ,LO,0,0,570,1,1-09,1-09,0, ,235.512933395219,['1-09']
190,ANNUN1, ,1298,Annunciation Rd,ANNUNCIATION RD,1,PUBLIC WAY, ,LO,0,0,1298,8,1-10A,1-10A,1, ,535.2617110189769,['1-10A']
191,ANSEL1, ,280,Ansel Rd,ANSEL RD,1,PUBLIC WAY, ,LO,0,0,280,4,3-07,3-07,0, ,115.32128521427299,['3-07']
192,ANSEL2, ,342,Anselm Ter,ANSLEM TER,1,PRIVATE WAY, ,LO,0,0,342,9,2-04,2-04,1, ,141.173667592519,['2-04']
193,ANSON1, ,298,Anson St,ANSON ST,1,PUBLIC WAY, ,LO,0,0,298,6,2-02,2-02,0, ,122.42736662205,['2-02']
194,ANSON2, ,964,Ansonia Rd,ANSONIA RD,1,PUBLIC WAY, ,LO,0,0,964,6,2-06,2-06,0, ,397.432243681176,['2-06']
195,ANTHO1, ,1044,"Anthony """"Rip"""" Valenti Way",ANTHONY RIP VALENTI WAY,1,PUBLIC WAY, ,LO,0,0,494,1,1-1B,1-1B,1, ,430.61168370871803,['1-1B']
196,ANTHO2, ,234,Anthony J Grieco Ter,ANTHONY J GRIECO TER,1,PRIVATE WAY, ,LO,0,0,234,1,1-09,1-09,1, ,96.389471537479,['1-09']
197,ANTHO3, ,71,Anthony Pl,ANTHONY PL,1,PRIVATE WAY, ,LO,0,0,71,1,1-1B,1-1B,1, ,29.125667981417898,['1-1B']
198,ANTRI1, ,375,Antrim St,ANTRIM ST,1,PUBLIC WAY, ,LO,0,0,375,1,1-09,1-09,0, ,155.148840414869,['1-09']
199,ANTWE1, ,1318,Antwerp St,ANTWERP ST,1,PUBLIC WAY, ,LO,0,0,1318,9,2-04,2-04,0, ,544.582220062985,['2-04']
200,APPIA1, ,455,Appian Way,APPIAN WAY,1,PUBLIC WAY, ,LO,0,0,455,9,2-04,2-04,1, ,187.92448125030202,['2-04']
201,APPIA2, ,123,Appian Pl,APPIAN PL,1,PRIVATE WAY, ,LO,0,0,123,1,1-09,1-09,1, ,50.67987289139089,['1-09']
202,APPLE1, ,2079,Appleton St,APPLETON ST,1,PUBLIC WAY, ,LO,0,0,2079,2,1-1C,1-1C,1, ,856.455089611089,['1-1C']
203,ARAMO1, ,255,Aramon St,ARAMON ST,1,PRIVATE WAY, ,LO,0,0,255,1,1-09,1-09,0, ,105.26405263499599,['1-09']
204,ARBEL1, ,251,Arbella Rd,ARBELLA RD,1,PUBLIC WAY, ,LO,0,0,251,3,3-07,3-07,0, ,103.51929512625999,['3-07']
205,ARBOR1, ,487,Arborcrest Ter,ARBORCREST TER,1,PUBLIC WAY, ,LO,0,0,487,4,3-07,3-07,0, ,200.35334492803298,['3-07']
206,ARBOR2, ,362,Arboretum Rd,ARBORETUM RD,1,PUBLIC WAY, ,LO,0,0,362,6,2-02,2-02,0, ,149.027424239102,['2-02']
207,ARBOR3, ,885,Arborough Rd,ARBOROUGH RD,1,PUBLIC WAY, ,LO,0,0,885,5,2-06,2-06,1, ,364.955408108753,['2-06']
208,ARBOR4, ,679,Arborview Rd,ARBORVIEW RD,1,PUBLIC WAY, ,LO,0,0,679,6,2-02,2-02,1, ,279.657546262975,['2-02']
209,ARBOR5, ,7574,Arborway,ARBORWAY,1,DCR, ,AR,0,0,7574,6,2-02,2-02,0, ,3122.6624321978697,['2-02']
210,ARBOR6, ,840,Arborfield Rd,ARBORFIELD RD,1,PRIVATE WAY, ,LO,0,0,840,5,2-08,2-08,1, ,346.72098104111,['2-08']
211,ARBOR8, ,234,Arborway Ter,ARBORWAY TER,1,PRIVATE WAY, ,LO,0,0,234,6,2-02,2-02,0, ,96.81865284155171,['2-02']
212,ARBRO1, ,449,Arbroth St,ARBROTH ST,1,PUBLIC WAY, ,LO,0,0,449,3,3-07,3-07,0, ,184.667644785756,['3-07']
213,ARBUT1, ,759,Arbutus St,ARBUTUS ST,1,PUBLIC WAY, ,LO,0,0,759,4,3-07,3-07,0, ,312.285621671314,['3-07']
214,ARCAD1, ,441,Arcadia Park,ARCADIA PK,1,PUBLIC WAY, ,LO,0,0,441,3,3-03,3-03,1, ,181.778083193969,['3-03']
215,ARCAD2, ,735,Arcadia St,ARCADIA ST DO,1,PUBLIC WAY, ,LO,0,0,735,3,3-03,3-03,0, ,302.38997320088697,['3-03']
216,ARCAD3, ,406,Arcadia St,ARCADIA ST JP,1,PUBLIC WAY, ,LO,0,0,406,6,"1-10B, 2-02","1-10B, 2-02",0, ,167.47353827621,"['1-10B', ' 2-02']"
217,ARCAD4, ,127,Arcadia Ter,ARCADIA TER,1,PUBLIC WAY, ,LO,0,0,127,3,3-03,3-03,0, ,52.34333231773089,['3-03']
218,ARCH 1, ,951,Arch St,ARCH ST,1,PUBLIC WAY, ,LO,0,0,951,1,1-1C,1-1C,1, ,392.600227163869,['1-1C']
219,ARCHD1, ,1281,Archdale Rd,ARCHDALE RD,1,PUBLIC WAY, ,LO,0,0,1281,5,2-02,2-02,0, ,527.88219981026,['2-02']
220,ARCHW1, ,271,Archway St,ARCHWAY ST,1,PRIVATE WAY, ,LO,0,0,271,1,1-1B,1-1B,1, ,111.824033214867,['1-1B']
221,ARCOL1, ,321,Arcola St,ARCOLA ST,1,PUBLIC WAY, ,LO,0,0,321,8,1-10A,1-10A,1, ,132.465563769862,['1-10A']
222,ARDAL1, ,1636,Ardale St,ARDALE ST,1,PUBLIC WAY, ,LO,0,0,1636,5,2-06,2-06,1, ,674.122254979489,['2-06']
223,ARDEE1, ,249,Ardee St,ARDEE ST,1,PUBLIC WAY, ,LO,0,0,249,1,1-09,1-09,0, ,102.913569874442,['1-09']
224,ARDEN1, ,567,Arden St,ARDEN ST,1,PUBLIC WAY, ,LO,0,0,567,9,2-04,2-04,1, ,234.20609962574102,['2-04']
225,ARDEN2, ,336,Ardent St,ARDENT ST,1,PUBLIC WAY, ,LO,0,0,336,5,2-06,2-06,0, ,138.354902090282,['2-06']
226,ARDMO1, ,348,Ardmore Rd,ARDMORE RD,1,PUBLIC WAY, ,LO,0,0,348,6,2-06,2-06,0, ,143.260734334899,['2-06']
227,ARGUS1, ,274,Argus Pl,ARGUS PL,1,PRIVATE WAY, ,LO,0,0,274,9,2-04,2-04,1, ,113.070667441224,['2-04']
228,ARGYL1, ,616,Argyle St,ARGYLE ST,1,PUBLIC WAY, ,LO,0,0,795,3,3-07,3-07,1, ,254.16845851962998,['3-07']
229,ARGYL2, ,195,Argyle Ter,ARGYLE TER,1,PRIVATE WAY, ,LO,0,0,195,3,3-07,3-07,1, ,80.3309916376575,['3-07']
230,ARION1, ,421,Arion St,ARION ST,1,PUBLIC WAY, ,LO,0,0,421,7,3-03,3-03,0, ,173.54564495244702,['3-03']
231,ARKLO1, ,206,Arklow St,ARKLOW ST,1,PUBLIC WAY, ,LO,0,0,206,6,1-10A,1-10A,0, ,84.785565648463,['1-10A']
232,ARLIN1, ,2663,Arlington St,ARLINGTON ST HP,1,PUBLIC WAY, ,CO,0,0,2663,5,2-08,2-08,0, ,1096.44531035086,['2-08']
233,ARLIN2, ,1002,Arlington Ave,ARLINGTON AV,1,PUBLIC WAY, ,LO,0,0,1002,1,1-1A,1-1A,0, ,413.583653296696,['1-1A']
234,ARLIN3, ,2264,Arlington St,ARLINGTON ST BR,1,PUBLIC WAY, ,AR,0,0,2264,9,2-04,2-04,1, ,932.620250333338,['2-04']
235,ARLIN4, ,3119,Arlington St,ARLINGTON ST BP,1,PUBLIC WAY, ,AR,0,0,3119,2,1-1C,1-1C,0, ,1288.45537149456,['1-1C']
236,ARLIN5, ,100,Arlington Ct,ARLINGTON CT,1,PRIVATE WAY, ,LO,0,0,100,9,2-04,2-04,1, ,41.3722406355157,['2-04']
237,ARMAN1, ,1435,Armandine St,ARMANDINE ST,1,PUBLIC WAY, ,LO,0,0,1435,4,3-07,3-07,0, ,590.56011454056,['3-07']
238,ARMIN1, ,406,Armington St,ARMINGTON ST,1,PUBLIC WAY, ,LO,0,0,406,9,2-04,2-04,0, ,167.138904170811,['2-04']
239,ARMOR1, ,362,Armory St,ARMORY ST,1,PUBLIC WAY, ,LO,0,0,362,1,1-1A,1-1A,1, ,149.324186091588,['1-1A']
240,ARMST1, ,554,Armstrong St,ARMSTRONG ST,1,PUBLIC WAY, ,LO,0,0,554,6,1-10A,1-10A,0, ,228.108859780241,['1-10A']
241,ARNOL1, ,239,Arnold Pl,ARNOLD PL,1,PRIVATE WAY, ,LO,0,0,239,5,2-08,2-08,1, ,98.3487374154369,['2-08']
242,ARROW1, ,120,Arrow St,ARROW ST,1,PUBLIC WAY, ,LO,0,0,120,1,1-1A,1-1A,0, ,49.5905381266421,['1-1A']
243,ARTHU1, ,759,Arthur St,ARTHUR ST,1,PUBLIC WAY, ,LO,0,0,759,9,2-04,2-04,0, ,313.675055022765,['2-04']
244,ARUND1, ,332,Arundel St,ARUNDEL ST,1,PUBLIC WAY, ,LO,0,0,332,8,1-10A,1-10A,0, ,137.33604989761298,['1-10A']
245,ARVAL1, ,195,Arvale Rd,ARVALE RD,1,PUBLIC WAY, ,LO,0,0,195,4,3-03,3-03,1, ,80.189121844646,['3-03']
246,ASCOT1, ,262,Ascot St,ASCOT ST,1,PUBLIC WAY, ,LO,0,0,262,9,2-04,2-04,1, ,108.09280723586399,['2-04']
247,ASH S1, ,228,Ash St,ASH ST,1,PUBLIC WAY, ,LO,0,0,228,2,1-1C,1-1C,0, ,94.3086472278877,['1-1C']
248,ASHBU1, ,363,Ashburton Pl,ASHBURTON PL,1,PUBLIC WAY, ,LO,0,0,363,1,1-1B,1-1B,0, ,149.612059947574,['1-1B']
249,ASHCR1, ,536,Ashcroft St,ASHCROFT ST,1,PUBLIC WAY, ,LO,0,0,536,6,2-02,2-02,1, ,221.63226665293598,['2-02']
250,ASHEV1, ,1026,Asheville Rd,ASHEVILLE RD,1,PUBLIC WAY, ,LO,0,0,1026,5,2-08,2-08,1, ,422.858141893086,['2-08']
251,ASHEV2, ,245,Asheville Path,ASHEVILLE PATH,1,PRIVATE WAY, ,LO,0,0,245,5,2-08,2-08,1, ,100.94689078722,['2-08']
252,ASHFI1, ,825,Ashfield St,ASHFIELD ST,1,PUBLIC WAY, ,LO,0,0,825,5,2-06,2-06,1, ,339.818561762117,['2-06']
253,ASHFO1, ,2571,Ashford St,ASHFORD ST,1,PUBLIC WAY, ,CO,0,0,2571,9,2-04,2-04,0, ,1059.148736724,['2-04']
254,ASHFO2, ,202,Ashford Ter,ASHFORD TER,1,PRIVATE WAY, ,LO,0,0,202,9,2-04,2-04,0, ,83.63939427532259,['2-04']
255,ASHFO3, ,85,Ashford Ct,ASHFORD CT,1,PRIVATE WAY, ,LO,0,0,85,9,2-04,2-04,0, ,35.2241553593299,['2-04']
256,ASHLA1, ,284,Ashland Ave,ASHLAND AV,1,PRIVATE WAY, ,LO,0,0,284,6,2-06,2-06,0, ,117.109758623189,['2-06']
257,ASHLA2, ,1357,Ashland St,ASHLAND ST,1,PUBLIC WAY, ,LO,0,0,1357,3,3-07,3-07,0, ,558.850665429129,['3-07']
258,ASHLE1, ,1975,Ashley St,ASHLEY ST EB,1,PUBLIC WAY, ,CO,0,0,1975,1,1-09,1-09,1, ,814.050348777139,['1-09']
259,ASHLE3, ,343,Ashley St,ASHLEY ST RX,1,PUBLIC WAY, ,LO,0,0,343,6,1-10A,1-10A,0, ,141.429684833257,['1-10A']
260,ASHMO1, ,194,Ashmont Ct,ASHMONT CT,1,PUBLIC WAY, ,LO,0,0,194,3,3-07,3-07,0, ,80.1467042074098,['3-07']
261,ASHMO2, ,236,Ashmont Park,ASHMONT PK,1,PUBLIC WAY, ,LO,0,0,236,3,3-07,3-07,0, ,97.49266759890641,['3-07']
262,ASHMO3, ,6490,Ashmont St,ASHMONT ST,1,PUBLIC WAY, ,AR,0,0,6490,3,3-07,3-07,0, ,2671.00907545983,['3-07']
263,ASHTO1, ,1570,Ashton St,ASHTON ST,1,PUBLIC WAY, ,LO,0,0,1570,4,3-07,3-07,0, ,648.270967376662,['3-07']
264,ASHWO1, ,270,Ashwood Ter,ASHWOOD TER,1,PRIVATE WAY, ,LO,0,0,270,5,2-06,2-06,1, ,111.22663531364901,['2-06']
265,ASPEN1, ,363,Aspen St,ASPEN ST,1,PUBLIC WAY, ,LO,0,0,363,7,1-10B,1-10B,1, ,149.973631723626,['1-10B']
266,ASPIN1, ,970,Aspinwall Rd,ASPINWALL RD,1,PUBLIC WAY, ,LO,0,0,970,4,3-07,3-07,1, ,399.10443490366896,['3-07']
267,ASTOR1, ,966,Astoria St,ASTORIA ST,1,PUBLIC WAY, ,LO,0,0,966,4,3-07,3-07,0, ,398.20146632497705,['3-07']
268,ASYLU1, ,80,Asylum Rd,ASYLUM RD,1,PRIVATE WAY, ,LO,0,0,80,4,2-02,2-02,0, ,32.9986308697597,['2-02']
269,ATHEL1, ,1101,Athelwold St,ATHELWOLD ST,1,PUBLIC WAY, ,LO,0,0,1101,4,3-03,3-03,1, ,453.01603930132006,['3-03']
270,ATHEN2, ,3151,Athens St,ATHENS ST W,1,PUBLIC WAY, ,LO,0,0,3151,2,3-05,3-05,0, ,1299.41681076403,['3-05']
271,ATHER1, ,340,Atherstone St,ATHERSTONE ST,1,PUBLIC WAY, ,LO,0,0,340,4,3-07,3-07,1, ,140.170689466489,['3-07']
272,ATHER2, ,1891,Atherton St,ATHERTON ST,1,PUBLIC WAY, ,CO,0,0,1891,6,"1-10A, 1-10B","1-10A, 1-10B",1, ,779.765547066723,"['1-10A', ' 1-10B']"
273,ATHER4, ,219,Atherton Pl,ATHERTON PL,1,PRIVATE WAY, ,LO,0,0,219,6,1-10B,1-10B,1, ,90.41422896685759,['1-10B']
274,ATHER5, ,525,Atherton Ave,ATHERTON AV WR,1,PRIVATE WAY, ,LO,0,0,525,5,2-06,2-06,0, ,216.496525987931,['2-06']
275,ATHOL1, ,1012,Athol St,ATHOL ST,1,PUBLIC WAY, ,LO,0,0,1012,9,2-04,2-04,1, ,418.056259651545,['2-04']
276,ATKIN1, ,729,Atkins St,ATKINS ST,1,PUBLIC WAY, ,LO,0,0,729,9,2-04,2-04,0, ,300.891164166185,['2-04']
277,ATKIN2, ,1199,Atkinson St,ATKINSON ST,1,PUBLIC WAY, ,LO,0,0,1199,2,1-1C,1-1C,0, ,494.603906844079,['1-1C']
278,ATLAN1, ,6240,Atlantic Ave,ATLANTIC AV,1,PUBLIC WAY, ,AR,0,0,6201,1,1-1B,1-1B,0, ,2576.92669868465,['1-1B']
279,ATLAN2, ,370,Atlantic St,ATLANTIC ST,1,PUBLIC WAY, ,LO,0,0,370,2,3-05,3-05,1, ,152.744083669416,['3-05']
280,ATLAN3, ,668,Atlantis St,ATLANTIS ST,1,PUBLIC WAY, ,LO,0,0,668,6,2-06,2-06,0, ,275.575817684083,['2-06']
281,ATWIL1, ,836,Atwill Rd,ATWILL RD,1,PUBLIC WAY, ,LO,0,0,836,6,2-06,2-06,0, ,344.369289003539,['2-06']
282,ATWOO1, ,102,Atwood Rd,ATWOOD RD,1,PRIVATE WAY, ,LO,0,0,102,9,2-04,2-04,0, ,42.0454875398485,['2-04']
283,ATWOO2, ,422,Atwood Sq,ATWOOD SQ,1,PRIVATE WAY, ,LO,0,0,422,6,2-02,2-02,0, ,173.86938410608397,['2-02']
284,AUBUR1, ,697,Auburn St,AUBURN ST,1,PUBLIC WAY, ,LO,0,0,697,1,1-1A,1-1A,0, ,288.041953912505,['1-1A']
285,AUBUR2, ,114,Auburn Pl,AUBURN PL,1,PRIVATE WAY, ,LO,0,0,114,1,1-1A,1-1A,0, ,47.1288281840349,['1-1A']
286,AUBUR3, ,193,Auburn Sq,AUBURN SQ,1,PRIVATE WAY, ,LO,0,0,193,1,1-1A,1-1A,1, ,79.5811485833744,['1-1A']
287,AUBUR4, ,174,Auburn Ter,AUBURN TER,1,PRIVATE WAY, ,LO,0,0,174,1,1-1A,1-1A,0, ,71.62036600541809,['1-1A']
288,AUCKL1, ,2347,Auckland St,AUCKLAND ST,1,PUBLIC WAY, ,LO,0,0,2347,3,3-03,3-03,0, ,969.381281553539,['3-03']
289,AUGUS1, ,1633,Augustus Ave,AUGUSTUS AV,1,PUBLIC WAY, ,LO,0,0,1633,5,2-06,2-06,1, ,673.227667175385,['2-06']
290,AURIG1, ,692,Auriga St,AURIGA ST,1,PUBLIC WAY, ,LO,0,0,692,3,3-07,3-07,0, ,285.428981642499,['3-07']
291,AUSTI1, ,4475,Austin St,AUSTIN ST HP,1,PUBLIC WAY, ,CO,0,0,4475,5,2-08,2-08,0, ,1846.61642877506,['2-08']
292,AUSTI2, ,468,Austin Ave,AUSTIN AV,1,PRIVATE WAY, ,LO,0,0,468,1,1-09,1-09,0, ,193.38192318701303,['1-09']
293,AUSTI3, ,2120,Austin St,AUSTIN ST CH,1,PUBLIC WAY, ,AR,0,0,2120,1,1-1A,1-1A,0,04-30-22-MODIFIED JURISTITION,874.581187112271,['1-1A']
294,AUSTI4, ,631,Austin St,AUSTIN ST WR,1,PRIVATE WAY, ,LO,0,0,631,4,3-07,3-07,0, ,259.939594343651,['3-07']
295,AUTUM1, ,573,Autumn St,AUTUMN ST RX,1,PUBLIC WAY, ,LO,0,0,573,8,1-10A,1-10A,0, ,236.588682390834,['1-10A']
296,AUTUM2, ,400,Autumn St,AUTUMN ST WR,1,PUBLIC WAY, ,LO,0,0,400,6,2-06,2-06,0, ,164.567054428257,['2-06']
297,AVALO1, ,882,Avalon Rd,AVALON RD,1,PUBLIC WAY, ,LO,0,0,882,6,2-06,2-06,0, ,363.746157754153,['2-06']
298,AVENU1, ,1380,Avenue Louis Pasteur,AVENUE LOUIS PASTEUR,1,PUBLIC WAY, ,AR,0,0,1380,8,1-10A,1-10A,0, ,569.933406421718,['1-10A']
299,AVERB1, ,105,Averbuch Ter,AVERBAUCH TR,1,PRIVATE WAY, ,LO,0,0,105,5,2-08,2-08,0, ,43.31418295944779,['2-08']
300,AVERT1, ,1096,Averton St,AVERTON ST,1,PUBLIC WAY, ,LO,0,0,1096,5,2-06,2-06,1, ,451.607555590217,['2-06']
301,AVERY1, ,463,Avery St,AVERY ST,1,PUBLIC WAY, ,LO,0,0,463,2,1-1C,1-1C,0, ,190.85727011104,['1-1C']
302,AVERY2, ,82,Avery Pl,AVERY PL,1,PRIVATE WAY, ,LO,0,0,82,2,1-1C,1-1C,0, ,33.914352533838,['1-1C']
303,AVILA1, ,530,Avila Rd,AVILA RD,1,PUBLIC WAY, ,LO,0,0,530,5,2-08,2-08,1, ,218.62066686910802,['2-08']
304,AVON 1, ,713,Avon St,AVON ST,1,PUBLIC WAY, ,LO,0,0,713,6,2-02,2-02,1, ,294.483429328893,['2-02']
305,AVON 2, ,70,Avon Pl,AVON PL,1,PRIVATE WAY, ,LO,0,0,70,1,1-1A,1-1A,0, ,28.9067730930155,['1-1A']
306,AVOND1, ,755,Avondale St,AVONDALE ST,1,PUBLIC WAY, ,LO,0,0,755,3,3-07,3-07,0, ,311.703793727331,['3-07']
307,AYLES1, ,1462,Ayles Rd,AYLES RD,1,PUBLIC WAY, ,LO,0,0,1462,5,2-08,2-08,0, ,603.060940298613,['2-08']
308,AYR R1, ,361,Ayr Rd,AYR RD,1,PUBLIC WAY, ,LO,0,0,361,9,2-04,2-04,0, ,148.982013308242,['2-04']
309,B ST 1, ,2157,B St,B ST SB,1,PUBLIC WAY, ,AR,0,0,2157,2,3-05,3-05,0, ,889.963955122955,['3-05']
310,B ST 3, ,333,B St,B ST HP,1,PUBLIC WAY, ,CO,0,0,333,5,2-08,2-08,0, ,137.1407490667,['2-08']
311,B STR2, ,63,B Street Pl,B STREET PL,1,PRIVATE WAY, ,LO,0,0,63,2,3-05,3-05,0, ,25.822860581547197,['3-05']
312,BABBI1, ,424,Babbitt St,BABBITT ST,1,PRIVATE WAY, ,LO,0,0,424,8,1-10A,1-10A,1, ,174.44515102735198,['1-10A']
313,BABCO1, ,1040,Babcock St,BABCOCK ST,1,PUBLIC WAY, ,LO,0,0,1040,8,2-04,2-04,0, ,429.811001018592,['2-04']
314,BABE 1, ,652,Babe Ruth Park Dr,BABE RUTH PARK DR,1,DCR, ,LO,0,0,652,2,3-05,3-05,0, ,269.235251856392,['3-05']
315,BABSO1, ,2780,Babson St,BABSON ST,1,PUBLIC WAY, ,AR,0,0,2780,4,3-07,3-07,0, ,1146.9356469801899,['3-07']
316,BACK 1, ,2822,Back St,BACK ST E,1,PRIVATE WAY, ,LO,0,0,2822,8,1-10A,1-10A,0, ,1162.37261949734,['1-10A']
317,BACK 2, ,5198,Back St,BACK ST W,1,PRIVATE WAY, ,LO,0,0,5198,8,"1-10A, 1-1C","1-10A, 1-1C",1, ,2141.73711262471,"['1-10A', ' 1-1C']"
318,BADGE1, ,1007,Badger Rd,BADGER RD,1,PUBLIC WAY, ,LO,0,0,1007,5,2-08,2-08,0, ,415.682874438217,['2-08']
319,BADGE2, ,149,Badger Pl,BADGER PL,1,PRIVATE WAY, ,LO,0,0,149,1,1-1A,1-1A,0, ,61.501824785101,['1-1A']
320,BAGNA1, ,309,Bagnal St,BAGNAL ST,1,PUBLIC WAY, ,LO,0,0,309,9,2-04,2-04,1, ,127.68296568191299,['2-04']
321,BAILE1, ,1988,Bailey St,BAILEY ST,1,PUBLIC WAY, ,LO,0,0,1988,4,3-07,3-07,1, ,818.351928602457,['3-07']
322,BAIRD1, ,590,Baird St,BAIRD ST,1,PUBLIC WAY, ,LO,0,0,590,4,3-07,3-07,1, ,242.72068014220199,['3-07']
323,BAKER1, ,518,Baker Ave,BAKER AV,1,PUBLIC WAY, ,LO,0,0,518,3,3-03,3-03,1, ,213.75280840045102,['3-03']
324,BAKER2, ,531,Baker Pl,BAKER PL,1,PUBLIC WAY, ,LO,0,0,531,6,2-06,2-06,0, ,218.54262347624802,['2-06']
325,BAKER3, ,9942,Baker St,BAKER ST WR,1,PUBLIC WAY, ,AR,0,0,9942,6,2-06,2-06,0, ,4100.88630577015,['2-06']
326,BAKER4, ,1015,Bakersfield St,BAKERSFIELD ST,1,PUBLIC WAY, ,LO,0,0,1015,3,3-03,3-03,0, ,419.302684879648,['3-03']
327,BAKER5, ,311,Baker Ct,BAKER CT,1,PRIVATE WAY, ,LO,0,0,311,2,3-03,3-03,0, ,128.145508697743,['3-03']
328,BAKER6, ,309,Bakers Aly,BAKERS ALY,1,PRIVATE WAY, ,LO,0,0,309,6,2-06,2-06,0, ,127.26535394938,['2-06']
329,BAKER7, ,407,Bakers Ct,BAKERS CT,1,PRIVATE WAY, ,LO,0,0,407,3,3-07,3-07,0, ,167.55980826943002,['3-07']
330,BAKER8, ,148,Baker St,BAKER ST HP,1,PRIVATE WAY, ,LO,0,0,148,5,2-08,2-08,0, ,61.0609648262772,['2-08']
331,BALDW1, ,1255,Baldwin St,BALDWIN ST CH,1,PUBLIC WAY, ,LO,0,0,1255,1,1-1A,1-1A,1, ,518.54824619806,['1-1A']
332,BALDW3, ,293,Baldwin Pl,BALDWIN PL BR,1,PRIVATE WAY, ,LO,0,0,293,9,2-04,2-04,1, ,120.91104413864201,['2-04']
333,BALDW4, ,158,Baldwin Pl,BALDWIN PL BP,1,PRIVATE WAY, ,LO,0,0,158,1,1-1B,1-1B,0, ,64.99907564106961,['1-1B']
334,BALFO1, ,366,Balfour St,BALFOUR ST,1,PUBLIC WAY, ,LO,0,0,366,7,3-03,3-03,0, ,151.175202931478,['3-03']
335,BALIN1, ,169,Balina Pl,BALINA PL,1,PUBLIC WAY, ,LO,0,0,169,4,3-07,3-07,1, ,69.75472154088061,['3-07']
336,BALL 1, ,509,Ball St,BALL ST,1,PUBLIC WAY, ,LO,0,0,509,7,1-10B,1-10B,1, ,209.841244238692,['1-10B']
337,BALLA1, ,603,Ballard St,BALLARD ST,1,PUBLIC WAY, ,LO,0,0,603,6,2-02,2-02,0, ,248.908299205617,['2-02']
