FID,PARENT,STATUS,LENGTH,GREENBOOK,HIGHWAY,GIS,JURISDICTI,QC_NOTE,FUN_CLASS,GRID,MIN_STATIO,MAX_STATIO,COUNCIL,DISTRICT1,District,NO_LABEL,RTE_SYS_ED,Shape__Length
184,ANITA1, ,342,Anita Ter,ANITA TER,1,PUBLIC WAY/PRIVATE WAY, ,LO,0,0,342,7,1-10B,1-10B,1, ,141.012943488845
185,ANN S1, ,318,Ann St,ANN ST,1,PRIVATE WAY, ,LO,0,0,318,3,3-07,3-07,1, ,131.199348088173
186,ANNAB1, ,466,Annabel St,ANNABEL ST,1,PUBLIC WAY, ,LO,0,0,466,7,3-03,3-03,1, ,191.705538164142
187,ANNAF1, ,1269,Annafran St,ANNAFRAN ST,1,PUBLIC WAY, ,LO,0,0,1269,5,2-08,2-08,1, ,523.571421948561
188,ANNAP1, ,343,Annapolis St,ANNAPOLIS ST,1,PUBLIC WAY, ,LO,0,0,343,3,3-03,3-03,1, ,141.188529452807
189,ANNAV1, ,570,Annavoy St,ANNAVOY ST,1,PUBLIC WAY, ,LO,0,0,570,1,1-09,1-09,0, ,235.512933395219
190,ANNUN1, ,1298,Annunciation Rd,ANNUNCIATION RD,1,PUBLIC WAY, ,LO,0,0,1298,8,1-10A,1-10A,1, ,535.261711018977
191,ANSEL1, ,280,Ansel Rd,ANSEL RD,1,PUBLIC WAY, ,LO,0,0,280,4,3-07,3-07,0, ,115.321285214273
192,ANSEL2, ,342,Anselm Ter,ANSLEM TER,1,PRIVATE WAY, ,LO,0,0,342,9,2-04,2-04,1, ,141.173667592519
193,ANSON1, ,298,Anson St,ANSON ST,1,PUBLIC WAY, ,LO,0,0,298,6,2-02,2-02,0, ,122.42736662205
194,ANSON2, ,964,Ansonia Rd,ANSONIA RD,1,PUBLIC WAY, ,LO,0,0,964,6,2-06,2-06,0, ,397.432243681176
195,ANTHO1, ,1044,Anthony ""Rip"" Valenti Way,ANTHONY RIP VALENTI WAY,1,PUBLIC WAY, ,LO,0,0,494,1,1-1B,1-1B,1, ,430.611683708718
196,ANTHO2, ,234,Anthony J Grieco Ter,ANTHONY J GRIECO TER,1,PRIVATE WAY, ,LO,0,0,234,1,1-09,1-09,1, ,96.389471537479
197,ANTHO3, ,71,Anthony Pl,ANTHONY PL,1,PRIVATE WAY, ,LO,0,0,71,1,1-1B,1-1B,1, ,29.1256679814179
198,ANTRI1, ,375,Antrim St,ANTRIM ST,1,PUBLIC WAY, ,LO,0,0,375,1,1-09,1-09,0, ,155.148840414869
199,ANTWE1, ,1318,Antwerp St,ANTWERP ST,1,PUBLIC WAY/PRIVATE WAY, ,LO,0,0,1318,9,2-04,2-04,0, ,544.582220062985
200,APPIA1, ,455,Appian Way,APPIAN WAY,1,PUBLIC WAY, ,LO,0,0,455,9,2-04,2-04,1, ,187.924481250302
201,APPIA2, ,123,Appian Pl,APPIAN PL,1,PRIVATE WAY, ,LO,0,0,123,1,1-09,1-09,1, ,50.6798728913909
202,APPLE1, ,2079,Appleton St,APPLETON ST,1,PUBLIC WAY, ,LO,0,0,2079,2,1-1C,1-1C,1, ,856.455089611089
203,ARAMO1, ,255,Aramon St,ARAMON ST,1,PRIVATE WAY, ,LO,0,0,255,1,1-09,1-09,0, ,105.264052634996
204,ARBEL1, ,251,Arbella Rd,ARBELLA RD,1,PUBLIC WAY, ,LO,0,0,251,3,3-07,3-07,0, ,103.51929512626
205,ARBOR1, ,487,Arborcrest Ter,ARBORCREST TER,1,PUBLIC WAY, ,LO,0,0,487,4,3-07,3-07,0, ,200.353344928033
206,ARBOR2, ,362,Arboretum Rd,ARBORETUM RD,1,PUBLIC WAY, ,LO,0,0,362,6,2-02,2-02,0, ,149.027424239102
207,ARBOR3, ,885,Arborough Rd,ARBOROUGH RD,1,PUBLIC WAY, ,LO,0,0,885,5,2-06,2-06,1, ,364.955408108753
208,ARBOR4, ,679,Arborview Rd,ARBORVIEW RD,1,PUBLIC WAY, ,LO,0,0,679,6,2-02,2-02,1, ,279.657546262975
209,ARBOR5, ,7574,Arborway,ARBORWAY,1,DCR, ,AR,0,0,7574,6,2-02,2-02,0, ,3122.66243219787
210,ARBOR6, ,840,Arborfield Rd,ARBORFIELD RD,1,PRIVATE WAY, ,LO,0,0,840,5,2-08,2-08,1, ,346.72098104111
211,ARBOR8, ,234,Arborway Ter,ARBORWAY TER,1,PRIVATE WAY, ,LO,0,0,234,6,2-02,2-02,0, ,96.8186528415517
212,ARBRO1, ,449,Arbroth St,ARBROTH ST,1,PUBLIC WAY, ,LO,0,0,449,3,3-07,3-07,0, ,184.667644785756
213,ARBUT1, ,759,Arbutus St,ARBUTUS ST,1,PUBLIC WAY, ,LO,0,0,759,4,3-07,3-07,0, ,312.285621671314
214,ARCAD1, ,441,Arcadia Park,ARCADIA PK,1,PUBLIC WAY, ,LO,0,0,441,3,3-03,3-03,1, ,181.778083193969
215,ARCAD2, ,735,Arcadia St,ARCADIA ST DO,1,PUBLIC WAY, ,LO,0,0,735,3,3-03,3-03,0, ,302.389973200887
216,ARCAD3, ,406,Arcadia St,ARCADIA ST JP,1,PUBLIC WAY, ,LO,0,0,406,6,"1-10B, 2-02","1-10B, 2-02",0, ,167.47353827621
217,ARCAD4, ,127,Arcadia Ter,ARCADIA TER,1,PUBLIC WAY, ,LO,0,0,127,3,3-03,3-03,0, ,52.3433323177309
218,ARCH 1, ,951,Arch St,ARCH ST,1,PUBLIC WAY, ,LO,0,0,951,1,1-1C,1-1C,1, ,392.600227163869
219,ARCHD1, ,1281,Archdale Rd,ARCHDALE RD,1,PUBLIC WAY/PRIVATE WAY, ,LO,0,0,1281,5,2-02,2-02,0, ,527.88219981026
220,ARCHW1, ,271,Archway St,ARCHWAY ST,1,PRIVATE WAY, ,LO,0,0,271,1,1-1B,1-1B,1, ,111.824033214867
221,ARCOL1, ,321,Arcola St,ARCOLA ST,1,PUBLIC WAY, ,LO,0,0,321,8,1-10A,1-10A,1, ,132.465563769862
222,ARDAL1, ,1636,Ardale St,ARDALE ST,1,PUBLIC WAY, ,LO,0,0,1636,5,2-06,2-06,1, ,674.122254979489
223,ARDEE1, ,249,Ardee St,ARDEE ST,1,PUBLIC WAY, ,LO,0,0,249,1,1-09,1-09,0, ,102.913569874442
224,ARDEN1, ,567,Arden St,ARDEN ST,1,PUBLIC WAY, ,LO,0,0,567,9,2-04,2-04,1, ,234.206099625741
225,ARDEN2, ,336,Ardent St,ARDENT ST,1,PUBLIC WAY, ,LO,0,0,336,5,2-06,2-06,0, ,138.354902090282
226,ARDMO1, ,348,Ardmore Rd,ARDMORE RD,1,PUBLIC WAY, ,LO,0,0,348,6,2-06,2-06,0, ,143.260734334899
227,ARGUS1, ,274,Argus Pl,ARGUS PL,1,PRIVATE WAY, ,LO,0,0,274,9,2-04,2-04,1, ,113.070667441224
228,ARGYL1, ,616,Argyle St,ARGYLE ST,1,PUBLIC WAY, ,LO,0,0,795,3,3-07,3-07,1, ,254.16845851963
229,ARGYL2, ,195,Argyle Ter,ARGYLE TER,1,PRIVATE WAY, ,LO,0,0,195,3,3-07,3-07,1, ,80.3309916376575
230,ARION1, ,421,Arion St,ARION ST,1,PUBLIC WAY, ,LO,0,0,421,7,3-03,3-03,0, ,173.545644952447
231,ARKLO1, ,206,Arklow St,ARKLOW ST,1,PUBLIC WAY, ,LO,0,0,206,6,1-10A,1-10A,0, ,84.785565648463
232,ARLIN1, ,2663,Arlington St,ARLINGTON ST HP,1,PUBLIC WAY, ,CO,0,0,2663,5,2-08,2-08,0, ,1096.44531035086
233,ARLIN2, ,1002,Arlington Ave,ARLINGTON AV,1,PUBLIC WAY, ,LO,0,0,1002,1,1-1A,1-1A,0, ,413.583653296696
234,ARLIN3, ,2264,Arlington St,ARLINGTON ST BR,1,PUBLIC WAY, ,AR,0,0,2264,9,2-04,2-04,1, ,932.620250333338
235,ARLIN4, ,3119,Arlington St,ARLINGTON ST BP,1,PUBLIC WAY, ,AR,0,0,3119,2,1-1C,1-1C,0, ,1288.45537149456
236,ARLIN5, ,100,Arlington Ct,ARLINGTON CT,1,PRIVATE WAY, ,LO,0,0,100,9,2-04,2-04,1, ,41.3722406355157
237,ARMAN1, ,1435,Armandine St,ARMANDINE ST,1,PUBLIC WAY, ,LO,0,0,1435,4,3-07,3-07,0, ,590.56011454056
238,ARMIN1, ,406,Armington St,ARMINGTON ST,1,PUBLIC WAY, ,LO,0,0,406,9,2-04,2-04,0, ,167.138904170811
239,ARMOR1, ,362,Armory St,ARMORY ST,1,PUBLIC WAY, ,LO,0,0,362,1,1-1A,1-1A,1, ,149.324186091588
240,ARMST1, ,554,Armstrong St,ARMSTRONG ST,1,PUBLIC WAY, ,LO,0,0,554,6,1-10A,1-10A,0, ,228.108859780241
241,ARNOL1, ,239,Arnold Pl,ARNOLD PL,1,PRIVATE WAY, ,LO,0,0,239,5,2-08,2-08,1, ,98.3487374154369
242,ARROW1, ,120,Arrow St,ARROW ST,1,PUBLIC WAY, ,LO,0,0,120,1,1-1A,1-1A,0, ,49.5905381266421
243,ARTHU1, ,759,Arthur St,ARTHUR ST,1,PUBLIC WAY, ,LO,0,0,759,9,2-04,2-04,0, ,313.675055022765
244,ARUND1, ,332,Arundel St,ARUNDEL ST,1,PUBLIC WAY, ,LO,0,0,332,8,1-10A,1-10A,0, ,137.336049897613
245,ARVAL1, ,195,Arvale Rd,ARVALE RD,1,PUBLIC WAY, ,LO,0,0,195,4,3-03,3-03,1, ,80.189121844646
246,ASCOT1, ,262,Ascot St,ASCOT ST,1,PUBLIC WAY, ,LO,0,0,262,9,2-04,2-04,1, ,108.092807235864
247,ASH S1, ,228,Ash St,ASH ST,1,PUBLIC WAY, ,LO,0,0,228,2,1-1C,1-1C,0, ,94.3086472278877
248,ASHBU1, ,363,Ashburton Pl,ASHBURTON PL,1,PUBLIC WAY, ,LO,0,0,363,1,1-1B,1-1B,0, ,149.612059947574
249,ASHCR1, ,536,Ashcroft St,ASHCROFT ST,1,PUBLIC WAY, ,LO,0,0,536,6,2-02,2-02,1, ,221.632266652936
250,ASHEV1, ,1026,Asheville Rd,ASHEVILLE RD,1,PUBLIC WAY, ,LO,0,0,1026,5,2-08,2-08,1, ,422.858141893086
251,ASHEV2, ,245,Asheville Path,ASHEVILLE PATH,1,PRIVATE WAY, ,LO,0,0,245,5,2-08,2-08,1, ,100.94689078722
252,ASHFI1, ,825,Ashfield St,ASHFIELD ST,1,PUBLIC WAY, ,LO,0,0,825,5,2-06,2-06,1, ,339.818561762117
253,ASHFO1, ,2571,Ashford St,ASHFORD ST,1,PUBLIC WAY, ,CO,0,0,2571,9,2-04,2-04,0, ,1059.148736724
254,ASHFO2, ,202,Ashford Ter,ASHFORD TER,1,PRIVATE WAY, ,LO,0,0,202,9,2-04,2-04,0, ,83.6393942753226
255,ASHFO3, ,85,Ashford Ct,ASHFORD CT,1,PRIVATE WAY, ,LO,0,0,85,9,2-04,2-04,0, ,35.2241553593299
256,ASHLA1, ,284,Ashland Ave,ASHLAND AV,1,PRIVATE WAY, ,LO,0,0,284,6,2-06,2-06,0, ,117.109758623189
257,ASHLA2, ,1357,Ashland St,ASHLAND ST,1,PUBLIC WAY, ,LO,0,0,1357,3,3-07,3-07,0, ,558.850665429129
258,ASHLE1, ,1975,Ashley St,ASHLEY ST EB,1,PUBLIC WAY, ,CO,0,0,1975,1,1-09,1-09,1, ,814.050348777139
259,ASHLE3, ,343,Ashley St,ASHLEY ST RX,1,PUBLIC WAY, ,LO,0,0,343,6,1-10A,1-10A,0, ,141.429684833257
260,ASHMO1, ,194,Ashmont Ct,ASHMONT CT,1,PUBLIC WAY, ,LO,0,0,194,3,3-07,3-07,0, ,80.1467042074098
261,ASHMO2, ,236,Ashmont Park,ASHMONT PK,1,PUBLIC WAY, ,LO,0,0,236,3,3-07,3-07,0, ,97.4926675989064
262,ASHMO3, ,6490,Ashmont St,ASHMONT ST,1,PUBLIC WAY, ,AR,0,0,6490,3,3-07,3-07,0, ,2671.00907545983
263,ASHTO1, ,1570,Ashton St,ASHTON ST,1,PUBLIC WAY, ,LO,0,0,1570,4,3-07,3-07,0, ,648.270967376662
264,ASHWO1, ,270,Ashwood Ter,ASHWOOD TER,1,PRIVATE WAY, ,LO,0,0,270,5,2-06,2-06,1, ,111.226635313649
265,ASPEN1, ,363,Aspen St,ASPEN ST,1,PUBLIC WAY, ,LO,0,0,363,7,1-10B,1-10B,1, ,149.973631723626
266,ASPIN1, ,970,Aspinwall Rd,ASPINWALL RD,1,PUBLIC WAY, ,LO,0,0,970,4,3-07,3-07,1, ,399.104434903669
267,ASTOR1, ,966,Astoria St,ASTORIA ST,1,PUBLIC WAY, ,LO,0,0,966,4,3-07,3-07,0, ,398.201466324977
268,ASYLU1, ,80,Asylum Rd,ASYLUM RD,1,PRIVATE WAY, ,LO,0,0,80,4,2-02,2-02,0, ,32.9986308697597
269,ATHEL1, ,1101,Athelwold St,ATHELWOLD ST,1,PUBLIC WAY, ,LO,0,0,1101,4,3-03,3-03,1, ,453.01603930132
270,ATHEN2, ,3151,Athens St,ATHENS ST W,1,PUBLIC WAY, ,LO,0,0,3151,2,3-05,3-05,0, ,1299.41681076403
271,ATHER1, ,340,Atherstone St,ATHERSTONE ST,1,PUBLIC WAY, ,LO,0,0,340,4,3-07,3-07,1, ,140.170689466489
272,ATHER2, ,1891,Atherton St,ATHERTON ST,1,PUBLIC WAY, ,CO,0,0,1891,6,"1-10A, 1-10B","1-10A, 1-10B",1, ,779.765547066723
273,ATHER4, ,219,Atherton Pl,ATHERTON PL,1,PRIVATE WAY, ,LO,0,0,219,6,1-10B,1-10B,1, ,90.4142289668576
274,ATHER5, ,525,Atherton Ave,ATHERTON AV WR,1,PRIVATE WAY, ,LO,0,0,525,5,2-06,2-06,0, ,216.496525987931
275,ATHOL1, ,1012,Athol St,ATHOL ST,1,PUBLIC WAY, ,LO,0,0,1012,9,2-04,2-04,1, ,418.056259651545
276,ATKIN1, ,729,Atkins St,ATKINS ST,1,PUBLIC WAY/PRIVATE WAY, ,LO,0,0,729,9,2-04,2-04,0, ,300.891164166185
277,ATKIN2, ,1199,Atkinson St,ATKINSON ST,1,PUBLIC WAY, ,LO,0,0,1199,2,1-1C,1-1C,0, ,494.603906844079
278,ATLAN1, ,6240,Atlantic Ave,ATLANTIC AV,1,PUBLIC WAY, ,AR,0,0,6201,1,1-1B,1-1B,0, ,2576.92669868465
279,ATLAN2, ,370,Atlantic St,ATLANTIC ST,1,PUBLIC WAY, ,LO,0,0,370,2,3-05,3-05,1, ,152.744083669416
280,ATLAN3, ,668,Atlantis St,ATLANTIS ST,1,PUBLIC WAY, ,LO,0,0,668,6,2-06,2-06,0, ,275.575817684083
281,ATWIL1, ,836,Atwill Rd,ATWILL RD,1,PUBLIC WAY, ,LO,0,0,836,6,2-06,2-06,0, ,344.369289003539
282,ATWOO1, ,102,Atwood Rd,ATWOOD RD,1,PRIVATE WAY, ,LO,0,0,102,9,2-04,2-04,0, ,42.0454875398485
283,ATWOO2, ,422,Atwood Sq,ATWOOD SQ,1,PRIVATE WAY, ,LO,0,0,422,6,2-02,2-02,0, ,173.869384106084
284,AUBUR1, ,697,Auburn St,AUBURN ST,1,PUBLIC WAY, ,LO,0,0,697,1,1-1A,1-1A,0, ,288.041953912505
285,AUBUR2, ,114,Auburn Pl,AUBURN PL,1,PRIVATE WAY, ,LO,0,0,114,1,1-1A,1-1A,0, ,47.1288281840349
286,AUBUR3, ,193,Auburn Sq,AUBURN SQ,1,PRIVATE WAY, ,LO,0,0,193,1,1-1A,1-1A,1, ,79.5811485833744
287,AUBUR4, ,174,Auburn Ter,AUBURN TER,1,PRIVATE WAY, ,LO,0,0,174,1,1-1A,1-1A,0, ,71.6203660054181
288,AUCKL1, ,2347,Auckland St,AUCKLAND ST,1,PUBLIC WAY/PRIVATE WAY, ,LO,0,0,2347,3,3-03,3-03,0, ,969.381281553539
289,AUGUS1, ,1633,Augustus Ave,AUGUSTUS AV,1,PUBLIC WAY, ,LO,0,0,1633,5,2-06,2-06,1, ,673.227667175385
290,AURIG1, ,692,Auriga St,AURIGA ST,1,PUBLIC WAY, ,LO,0,0,692,3,3-07,3-07,0, ,285.428981642499
291,AUSTI1, ,4475,Austin St,AUSTIN ST HP,1,PUBLIC WAY, ,CO,0,0,4475,5,2-08,2-08,0, ,1846.61642877506
292,AUSTI2, ,468,Austin Ave,AUSTIN AV,1,PRIVATE WAY, ,LO,0,0,468,1,1-09,1-09,0, ,193.381923187013
293,AUSTI3, ,2120,Austin St,AUSTIN ST CH,1,PUBLIC WAY/PRIVATE WAY, ,AR,0,0,2120,1,1-1A,1-1A,0,04-30-22-MODIFIED JURISTITION,874.581187112271
294,AUSTI4, ,631,Austin St,AUSTIN ST WR,1,PRIVATE WAY, ,LO,0,0,631,4,3-07,3-07,0, ,259.939594343651
295,AUTUM1, ,573,Autumn St,AUTUMN ST RX,1,PUBLIC WAY, ,LO,0,0,573,8,1-10A,1-10A,0, ,236.588682390834
296,AUTUM2, ,400,Autumn St,AUTUMN ST WR,1,PUBLIC WAY, ,LO,0,0,400,6,2-06,2-06,0, ,164.567054428257
297,AVALO1, ,882,Avalon Rd,AVALON RD,1,PUBLIC WAY/PRIVATE WAY, ,LO,0,0,882,6,2-06,2-06,0, ,363.746157754153
298,AVENU1, ,1380,Avenue Louis Pasteur,AVENUE LOUIS PASTEUR,1,PUBLIC WAY, ,AR,0,0,1380,8,1-10A,1-10A,0, ,569.933406421718
299,AVERB1, ,105,Averbuch Ter,AVERBAUCH TR,1,PRIVATE WAY, ,LO,0,0,105,5,2-08,2-08,0, ,43.3141829594478
300,AVERT1, ,1096,Averton St,AVERTON ST,1,PUBLIC WAY, ,LO,0,0,1096,5,2-06,2-06,1, ,451.607555590217
301,AVERY1, ,463,Avery St,AVERY ST,1,PUBLIC WAY, ,LO,0,0,463,2,1-1C,1-1C,0, ,190.85727011104
302,AVERY2, ,82,Avery Pl,AVERY PL,1,PRIVATE WAY, ,LO,0,0,82,2,1-1C,1-1C,0, ,33.914352533838
303,AVILA1, ,530,Avila Rd,AVILA RD,1,PUBLIC WAY, ,LO,0,0,530,5,2-08,2-08,1, ,218.620666869108
304,AVON 1, ,713,Avon St,AVON ST,1,PUBLIC WAY, ,LO,0,0,713,6,2-02,2-02,1, ,294.483429328893
305,AVON 2, ,70,Avon Pl,AVON PL,1,PRIVATE WAY, ,LO,0,0,70,1,1-1A,1-1A,0, ,28.9067730930155
306,AVOND1, ,755,Avondale St,AVONDALE ST,1,PUBLIC WAY, ,LO,0,0,755,3,3-07,3-07,0, ,311.703793727331
307,AYLES1, ,1462,Ayles Rd,AYLES RD,1,PUBLIC WAY/PRIVATE WAY, ,LO,0,0,1462,5,2-08,2-08,0, ,603.060940298613
308,AYR R1, ,361,Ayr Rd,AYR RD,1,PUBLIC WAY, ,LO,0,0,361,9,2-04,2-04,0, ,148.982013308242
309,B ST 1, ,2157,B St,B ST SB,1,PUBLIC WAY, ,AR,0,0,2157,2,3-05,3-05,0, ,889.963955122955
310,B ST 3, ,333,B St,B ST HP,1,PUBLIC WAY, ,CO,0,0,333,5,2-08,2-08,0, ,137.1407490667
311,B STR2, ,63,B Street Pl,B STREET PL,1,PRIVATE WAY, ,LO,0,0,63,2,3-05,3-05,0, ,25.8228605815472
312,BABBI1, ,424,Babbitt St,BABBITT ST,1,PRIVATE WAY, ,LO,0,0,424,8,1-10A,1-10A,1, ,174.445151027352
313,BABCO1, ,1040,Babcock St,BABCOCK ST,1,PUBLIC WAY, ,LO,0,0,1040,8,2-04,2-04,0, ,429.811001018592
314,BABE 1, ,652,Babe Ruth Park Dr,BABE RUTH PARK DR,1,DCR, ,LO,0,0,652,2,3-05,3-05,0, ,269.235251856392
315,BABSO1, ,2780,Babson St,BABSON ST,1,PUBLIC WAY, ,AR,0,0,2780,4,3-07,3-07,0, ,1146.93564698019
316,BACK 1, ,2822,Back St,BACK ST E,1,PRIVATE WAY, ,LO,0,0,2822,8,1-10A,1-10A,0, ,1162.37261949734
317,BACK 2, ,5198,Back St,BACK ST W,1,PRIVATE WAY, ,LO,0,0,5198,8,"1-10A, 1-1C","1-10A, 1-1C",1, ,2141.73711262471
318,BADGE1, ,1007,Badger Rd,BADGER RD,1,PUBLIC WAY, ,LO,0,0,1007,5,2-08,2-08,0, ,415.682874438217
319,BADGE2, ,149,Badger Pl,BADGER PL,1,PRIVATE WAY, ,LO,0,0,149,1,1-1A,1-1A,0, ,61.501824785101
320,BAGNA1, ,309,Bagnal St,BAGNAL ST,1,PUBLIC WAY, ,LO,0,0,309,9,2-04,2-04,1, ,127.682965681913
321,BAILE1, ,1988,Bailey St,BAILEY ST,1,PUBLIC WAY, ,LO,0,0,1988,4,3-07,3-07,1, ,818.351928602457
322,BAIRD1, ,590,Baird St,BAIRD ST,1,PUBLIC WAY, ,LO,0,0,590,4,3-07,3-07,1, ,242.720680142202
323,BAKER1, ,518,Baker Ave,BAKER AV,1,PUBLIC WAY, ,LO,0,0,518,3,3-03,3-03,1, ,213.752808400451
324,BAKER2, ,531,Baker Pl,BAKER PL,1,PUBLIC WAY/PRIVATE WAY, ,LO,0,0,531,6,2-06,2-06,0, ,218.542623476248
325,BAKER3, ,9942,Baker St,BAKER ST WR,1,PUBLIC WAY, ,AR,0,0,9942,6,2-06,2-06,0, ,4100.88630577015
326,BAKER4, ,1015,Bakersfield St,BAKERSFIELD ST,1,PUBLIC WAY, ,LO,0,0,1015,3,3-03,3-03,0, ,419.302684879648
327,BAKER5, ,311,Baker Ct,BAKER CT,1,PRIVATE WAY, ,LO,0,0,311,2,3-03,3-03,0, ,128.145508697743
328,BAKER6, ,309,Bakers Aly,BAKERS ALY,1,PRIVATE WAY, ,LO,0,0,309,6,2-06,2-06,0, ,127.26535394938
329,BAKER7, ,407,Bakers Ct,BAKERS CT,1,PRIVATE WAY, ,LO,0,0,407,3,3-07,3-07,0, ,167.55980826943
330,BAKER8, ,148,Baker St,BAKER ST HP,1,PRIVATE WAY, ,LO,0,0,148,5,2-08,2-08,0, ,61.0609648262772
331,BALDW1, ,1255,Baldwin St,BALDWIN ST CH,1,PUBLIC WAY, ,LO,0,0,1255,1,1-1A,1-1A,1, ,518.54824619806
332,BALDW3, ,293,Baldwin Pl,BALDWIN PL BR,1,PRIVATE WAY, ,LO,0,0,293,9,2-04,2-04,1, ,120.911044138642
333,BALDW4, ,158,Baldwin Pl,BALDWIN PL BP,1,PRIVATE WAY, ,LO,0,0,158,1,1-1B,1-1B,0, ,64.9990756410696
334,BALFO1, ,366,Balfour St,BALFOUR ST,1,PUBLIC WAY, ,LO,0,0,366,7,3-03,3-03,0, ,151.175202931478
335,BALIN1, ,169,Balina Pl,BALINA PL,1,PUBLIC WAY, ,LO,0,0,169,4,3-07,3-07,1, ,69.7547215408806
336,BALL 1, ,509,Ball St,BALL ST,1,PUBLIC WAY, ,LO,0,0,509,7,1-10B,1-10B,1, ,209.841244238692
337,BALLA1, ,603,Ballard St,BALLARD ST,1,PUBLIC WAY, ,LO,0,0,603,6,2-02,2-02,0, ,248.908299205617
338,BALLA2, ,135,Ballard Way,BALLARD WAY,1,PRIVATE WAY, ,LO,0,0,135,6,2-02,2-02,0, ,55.562776455137
339,BALLO1, ,2275,Ballou Ave,BALLOU AV,1,PUBLIC WAY, ,LO,0,0,2275,4,3-07,3-07,0, ,937.835778438324
340,BALLO2, ,120,Ballou Pl,BALLOU PL,1,PRIVATE WAY, ,LO,0,0,120,4,3-07,3-07,1, ,49.2904380396307
341,BALMO1, ,105,Balmoral Park,BALMORAL PARK,1,PRIVATE WAY, ,LO,0,0,105,2,3-05,3-05,0, ,43.4496653836481
342,BALSA1, ,759,Balsam St,BALSAM ST,1,PUBLIC WAY, ,LO,0,0,759,4,3-07,3-07,0, ,312.478080211399
343,BANCR1, ,307,Bancroft St,BANCROFT ST,1,PUBLIC WAY, ,LO,0,0,307,6,1-10B,1-10B,0, ,126.616017101299
344,BANFI1, ,447,Banfield Ave,BANFIELD AV,1,PUBLIC WAY, ,LO,0,0,447,4,3-07,3-07,0, ,184.503511566416
345,BANGO1, ,385,Bangor Rd,BANGOR RD,1,PUBLIC WAY, ,LO,0,0,385,6,2-06,2-06,0, ,158.271804583595
346,BANKS1, ,207,Banks St,BANKS ST,1,PRIVATE WAY, ,LO,0,0,207,6,2-06,2-06,0, ,85.4269856295023
347,BANTO1, ,349,Banton St,BANTON ST,1,PUBLIC WAY, ,LO,0,0,349,3,3-07,3-07,1, ,143.780082534415
348,BANTR1, ,325,Bantry Way,BANTRY WAY,1,PUBLIC WAY, ,LO,0,0,325,2,3-05,3-05,1, ,133.900026807708
349,BARBA1, ,406,Barbara St,BARBARA ST,1,PUBLIC WAY, ,LO,0,0,406,6,2-02,2-02,0, ,167.022422261825
350,BARCL1, ,365,Barclay Rd,BARCLAY RD,1,PUBLIC WAY, ,LO,0,0,365,6,2-06,2-06,1, ,150.464641307179
351,BARD 1, ,145,Bard Ave,BARD AV,1,PRIVATE WAY, ,LO,0,0,145,7,1-10B,1-10B,0, ,59.9669853263561
352,BARDW1, ,656,Bardwell St,BARDWELL ST,1,PUBLIC WAY, ,LO,0,0,656,6,2-02,2-02,1, ,269.985790863572
353,BARKE1, ,223,Barker St,BARKER ST,1,PUBLIC WAY, ,LO,0,0,223,9,2-04,2-04,1, ,91.9522911088968
354,BARLO1, ,419,Barlow St,BARLOW ST,1,PRIVATE WAY, ,LO,0,0,419,6,2-02,2-02,0, ,172.697182882619
355,BARNA1, ,434,Barna Rd,BARNA RD,1,PUBLIC WAY, ,LO,0,0,434,3,3-07,3-07,0, ,178.762437130735
356,BARNA2, ,224,Barnard Pl,BARNARD PL,1,PRIVATE WAY, ,LO,0,0,224,2,3-05,3-05,0, ,92.4334129344134
357,BARNE1, ,1948,Barnes Ave,BARNES AV,1,PUBLIC WAY, ,LO,0,0,1948,1,1-09,1-09,1, ,803.189909379907
358,BARNE4, ,179,Barrett Ave,BARRET AV,1,PRIVATE WAY, ,LO,0,0,179,2,3-05,3-05,0, ,73.8636494426739
359,BARRI1, ,444,Barrington Rd,BARRINGTON RD,1,PUBLIC WAY, ,LO,0,0,444,3,3-07,3-07,0, ,183.276031795006
360,BARRO1, ,333,Barrows St,BARROWS ST,1,PUBLIC WAY, ,LO,0,0,333,9,2-04,2-04,0, ,137.751405958449
361,BARRY1, ,173,Barry Park,BARRY PK,1,PUBLIC WAY, ,LO,0,0,173,3,3-03,3-03,0, ,71.524336423488
362,BARRY2, ,1381,Barry St,BARRY ST DO,1,PUBLIC WAY, ,LO,0,0,1381,3,3-03,3-03,0, ,569.409184186635
363,BARRY3, ,696,Barry St,BARRY ST HP,1,PUBLIC WAY/PRIVATE WAY, ,LO,0,0,696,5,2-08,2-08,1, ,286.405342217202
364,BARST1, ,219,Barstow St,BARSTOW ST,1,PRIVATE WAY, ,LO,0,0,219,9,2-04,2-04,0, ,90.2884133847226
365,BARTL1, ,260,Bartlett Pl,BARTLETT PL,1,PUBLIC WAY/PRIVATE WAY, ,LO,0,0,260,1,1-1B,1-1B,1, ,107.411584971349
366,BARTL3, ,662,Bartlett St,BARTLETT ST CH W,1,PUBLIC WAY, ,LO,0,0,662,1,1-1A,1-1A,1, ,272.790830794631
367,BARTL4, ,1129,Bartlett St,BARTLETT ST RX,1,PUBLIC WAY, ,LO,0,0,1129,7,1-10B,1-10B,1, ,465.532407344087
368,BARTL5, ,143,Bartlett Ave,BARTLETT AV,1,PRIVATE WAY, ,LO,0,0,143,6,2-06,2-06,0, ,59.0460793870785
369,BASIL1, ,531,Basile St,BASILE ST,1,PUBLIC WAY, ,LO,0,0,531,5,2-02,2-02,0, ,218.866259330633
