name,type,latitude,longitude
School St - Nantasket Ave to Atlantic Ave (FLAG),Bus Stop,42.264125,-70.845936
Atlantic Ave - School St to Nantasket Ave (FLAG),Bus Stop,42.265653,-70.84662
Rockland Circle from Rockland House to Park (FLAG),Bus Stop,42.266352,-70.853777
Nantasket Ave from Park Ave to Wash Blvd (FLAG),Bus Stop,42.270665,-70.856588
Nantasket Ave from Wash Blvd to Water St (FLAG),Bus Stop,42.274431,-70.860687
Nantasket Ave from Water St to Kenberma St (FLAG),Bus Stop,42.279496,-70.869545
Nantasket Ave from Kenburma St to A St (FLAG),Bus Stop,42.287264,-70.876468
Washington St @ School St,Bus Stop,42.314537,-71.099631
Nantasket Ave from A St to Y St (FLAG),Bus Stop,42.29848,-70.881953
Nantasket Ave from Y St to Spring St (FLAG),Bus Stop,42.308765,-70.889696
Main St from Spring St to Pemberton Pnt (FLAG),Bus Stop,42.303557,-70.913072
A St @ Necco St,Bus Stop,42.348062,-71.050338
Tremont St @ Lenox St,Bus Stop,42.337782,-71.083038
Green St @ Magazine St,Bus Stop,42.364935,-71.104405
South Bay Mall @ Target,Bus Stop,42.329919,-71.061783
South Bay Mall opp Bed Bath & Beyond,Bus Stop,42.327145,-71.061951
South Bay Mall @ Allstate Rd,Bus Stop,42.326102,-71.062666
Malcolm X Blvd @ King St,Bus Stop,42.331197,-71.092692
Malcolm X Blvd @ Shawmut Ave,Bus Stop,42.329483,-71.086203
South St @ Sedgwick St,Bus Stop,42.308588,-71.115487
Centre St @ Seaverns Ave,Bus Stop,42.312198,-71.114144
Portland St @ Causeway St,Bus Stop,42.364737,-71.062198
Centre St @ Saint John St,Bus Stop,42.314462,-71.114046
Harvard St @ Verndale St,Bus Stop,42.348388,-71.129539
W Second St opp W Third St,Bus Stop,42.343047,-71.055038
Centre St opp Beaufort Rd,Bus Stop,42.316493,-71.11366
Malcolm X Blvd opp O'Bryant HS,Bus Stop,42.330801,-71.089207
Centre St @ Paul Gore St,Bus Stop,42.321048,-71.110438
Centre St @ Sheridan St,Bus Stop,42.322164,-71.10904
Centre St @ Wyman St,Bus Stop,42.3225,-71.106772
Pearl St @ Brookline Village,Bus Stop,42.332409,-71.116433
Centre St @ Mozart St,Bus Stop,42.322684,-71.104662
Centre St @ Estrella St,Bus Stop,42.322886,-71.102796
Dartmouth St @ Back Bay Sta,Bus Stop,42.347346,-71.075956
Huntington Ave @ Belvidere St,Bus Stop,42.345344,-71.082045
Huntington Ave @ Prudential Station,Bus Stop,42.345355,-71.081535
Dalton St @ Boylston St,Bus Stop,42.347779,-71.085476
Boylston St @ Massachusetts Ave,Bus Stop,42.347386,-71.087495
Causeway St @ North Station,Bus Stop,42.366114,-71.060067
Centre St @ Highland St,Bus Stop,42.324791,-71.097571
Cambridge St @ Columbia St,Bus Stop,42.372801,-71.094184
Centre St opp New Heath St,Bus Stop,42.326102,-71.096534
Cambridge St @ Max Ave,Bus Stop,42.371928,-71.087532
Columbus Ave @ Walnut Ave,Bus Stop,42.313455,-71.095355
A St @ Mt Washington Ave,Bus Stop,42.346677,-71.051426
Centre St @ Cedar St,Bus Stop,42.327778,-71.095518
Centre St @ Highland Ave,Bus Stop,42.329657,-71.093032
42A John Eliot Sq,Bus Stop,42.329752,-71.090903
Dudley St @ Guild Row,Bus Stop,42.328969,-71.086206
Malcolm X Blvd @ Shawmut Ave,Bus Stop,42.329687,-71.08613
Herald St @ Harrison Ave,Bus Stop,42.346301,-71.063361
Dudley St @ Uphams Corner Station,Bus Stop,42.318783,-71.069142
Nantasket Ave from Atlantic Ave to Park Ave (FLAG),Bus Stop,42.267545,-70.851408
Nantasket Ave from Park Ave to Atlantic Ave (FLAG),Bus Stop,42.267524,-70.851699
Wash Blvd from Rockland St to Hull Med Ctr (FLAG),Bus Stop,42.260866,-70.862244
Wash Blvd Opp Hull Medical Ctr (FLAG),Bus Stop,42.263218,-70.859479
Wash Blvd - Rockland House Rd to Nantasket Ave,Bus Stop,42.270226,-70.857124
Wash Blvd - Nantasket Ave to Rockland House Rd,Bus Stop,42.270275,-70.857409
Hull Medical Center (FLAG),Bus Stop,42.263216,-70.859976
Wash Blvd from Hull Med Ctr to Rockland St (FLAG),Bus Stop,42.26108,-70.862254
205 Roxbury St,Bus Stop,42.330096,-71.091343
Centre St @ Gardner St,Bus Stop,42.329386,-71.094099
Dudley St @ Virginia St,Bus Stop,42.317585,-71.066499
Centre St @ Cedar St,Bus Stop,42.327548,-71.095812
Bowdoin opp Mt Ida,Bus Stop,42.307218,-71.066004
Centre St @ New Heath St,Bus Stop,42.326053,-71.096665
Morton St @ Arborway,Bus Stop,42.300388,-71.106632
Morton St @ Circuit Dr,Bus Stop,42.300643,-71.106355
Centre St @ Columbus Ave,Bus Stop,42.325007,-71.097421
Heath St @ Bromley St,Bus Stop,42.325366,-71.099579
Lee St @ Boylston St,Bus Stop,42.325809,-71.140476
Centre St @ Bickford St,Bus Stop,42.32295,-71.102275
Centre St @ Sunnyside St,Bus Stop,42.322676,-71.105716
Centre St @ Creighton St,Bus Stop,42.322368,-71.108661
Circuit Dr @ Glen Ln,Bus Stop,42.305236,-71.094725
Centre St @ Barbara St,Bus Stop,42.321093,-71.110544
Ruggles St @ Cabot St,Bus Stop,42.333862,-71.087173
Ruggles St opp Kerr Way,Bus Stop,42.333186,-71.086016
Seaport Blvd @ Fan Pier Blvd,Bus Stop,42.352561,-71.046914
S Huntington Ave @ Moraine St,Bus Stop,42.319449,-71.111798
Centre St @ Lochstead Ave,Bus Stop,42.317017,-71.11346
W Boundary Rd @ Washington St,Bus Stop,42.267432,-71.149989
Georgetowne Dr @ Georgetowne Pl,Bus Stop,42.25564,-71.143709
Centre St @ Myrtle St,Bus Stop,42.313306,-71.11416
Washington St @ Walnut Pk,Bus Stop,42.316446,-71.097563
Washington St @ Cobden St,Bus Stop,42.317579,-71.096449
Washington St opp Dimock St,Bus Stop,42.318899,-71.095139
Washington St @ Townsend St,Bus Stop,42.319958,-71.094067
Burlington Mall Rd opp NE Executive Pk,Bus Stop,42.485919,-71.211728
Washington St @ Brinton St,Bus Stop,42.320829,-71.092974
S Bedford St @ Wayside Rd,Bus Stop,42.484199,-71.19492
Congress St @ Haymarket Sta,Bus Stop,42.361847,-71.057724
Washington St @ ML King Blvd,Bus Stop,42.321749,-71.091752
Blue Hill Ave @ Morton St,Bus Stop,42.284143,-71.091674
Blue Hill Ave opp Babson St,Bus Stop,42.270168,-71.093907
Washington St @ Dale St,Bus Stop,42.323568,-71.08928
Washington St opp Cedar St,Bus Stop,42.32427,-71.088643
Ames St @ Franklin Field,Bus Stop,42.290104,-71.082689
Ames St @ Westview St,Bus Stop,42.290612,-71.086389
Washington St @ Circuit St,Bus Stop,42.325827,-71.087772
Washington St @ St James St,Bus Stop,42.327276,-71.087149
Pearl St @ Putnam Ave,Bus Stop,42.358164,-71.109771
Vassar St @ Massachusetts Ave,Bus Stop,42.36023,-71.094815
Vassar St @ Pacific St Extension,Bus Stop,42.358124,-71.099004
Washington St @ Bartlett St,Bus Stop,42.327638,-71.087124
Ave Louis Pasteur @ Longwood Ave,Bus Stop,42.337969,-71.102457
Ave Louis Pasteur @ The Fenway,Bus Stop,42.340095,-71.101014
Washington St @ Guild St,Bus Stop,42.326035,-71.087812
Harrison Ave @ Melnea Cass Blvd,Bus Stop,42.332146,-71.079293
Ave Louis Pasteur @ The Fenway,Bus Stop,42.340129,-71.101132
Causeway St @ Medford St,Bus Stop,42.366283,-71.059491
Washington St @ Cedar St,Bus Stop,42.324307,-71.088773
Ave Louis Pasteur @ Longwood Ave,Bus Stop,42.338473,-71.102334
Longwood Ave @ Binney St,Bus Stop,42.338207,-71.105846
Mountfort St @ Carlton St,Bus Stop,42.348846,-71.108581
Washington St @ Oakland St,Bus Stop,42.323275,-71.089903
Spring St @ Spring St Apartments,Bus Stop,42.277964,-71.161546
Washington St @ Valentine St,Bus Stop,42.321772,-71.091899
Washington St @ Marcella St,Bus Stop,42.320851,-71.093122
Chestnut Hill Ave opp Buckminster Rd,Bus Stop,42.332315,-71.146793
145 Grove St opp Bellingham Rd,Bus Stop,42.304467,-71.150105
Grove St @ South St,Bus Stop,42.302638,-71.152249
Corey St @ LaGrange St,Bus Stop,42.300091,-71.169801
Washington St opp Townsend St,Bus Stop,42.320155,-71.094006
Chestnut Hill Ave @ Ackers Ave,Bus Stop,42.329972,-71.146011
Washington St @ Dimock St,Bus Stop,42.31874,-71.095478
Chestnut St opp Oak St,Bus Stop,42.277023,-71.237377
Washington St @ Bray St,Bus Stop,42.317182,-71.097046
Robert St @ Belgrade Ave,Bus Stop,42.287072,-71.13182
5 Walter St opp Hewlett St,Bus Stop,42.289151,-71.133832
Washington St @ Atherton St,Bus Stop,42.315596,-71.098606
Columbus Ave opp Weld Ave,Bus Stop,42.315207,-71.097652
Soldiers Field Rd @ Cambridge St,Bus Stop,42.361317,-71.117952
Pearl St @ Congress St,Bus Stop,42.357495,-71.056251
Cambridge St @ Seattle St,Bus Stop,42.35889,-71.123853
Cambridge St @ Lincoln St,Bus Stop,42.357458,-71.128045
Chestnut Hill Ave @ Buckminster Rd,Bus Stop,42.332414,-71.146719
Cambridge St @ Franklin St,Bus Stop,42.355551,-71.132875
Centre St @ Eliot St,Bus Stop,42.309651,-71.115764
Cambridge St @ Emery Rd,Bus Stop,42.354278,-71.135846
N Beacon St @ Cambridge St,Bus Stop,42.353748,-71.138128
N Beacon St opp Saunders St,Bus Stop,42.35436,-71.141738
Arthur St @ Hichborn St - Stop & Shop,Bus Stop,42.355468,-71.142005
Guest St @ Life St,Bus Stop,42.357109,-71.145623
Rivermoor St @ Industrial Park,Bus Stop,42.277603,-71.18138
239 N Beacon St,Bus Stop,42.356564,-71.150426
N Beacon St @ Vineland St,Bus Stop,42.357187,-71.152796
N Beacon St @ Birmingham Pkwy,Bus Stop,42.357994,-71.154394
Birmingham Pkwy @ Soldiers Field Rd,Bus Stop,42.358663,-71.157969
Brooks St @ Gerrish St,Bus Stop,42.355467,-71.162645
Huron Ave @ Larchwood Dr,Bus Stop,42.378811,-71.146422
Curry College,Bus Stop,42.235159,-71.111037
Blue Hill Ave from Curry Coll to Canton Ave (FLAG),Bus Stop,42.226417,-71.116431
Opp 1904 Canton Ave @ Trailside Museum,Bus Stop,42.218345,-71.11952
Royall St @ Compushare Driveway,Bus Stop,42.207287,-71.13472
Royall St @ Beacon Lane,Bus Stop,42.207967,-71.131106
Royall St @ Dunkin Brands Driveway,Bus Stop,42.208061,-71.129262
Royall St @ JW Foster Blvd,Bus Stop,42.207886,-71.124052
1904 Canton Ave @ Trailside Museum,Bus Stop,42.218305,-71.119251
Blue Hill Ave opp Curry College,Bus Stop,42.234934,-71.110934
Faneuil St @ Brooks St,Bus Stop,42.352417,-71.163341
Faneuil St @ Bigelow St,Bus Stop,42.351254,-71.167478
Faneuil St @ Oak Square,Bus Stop,42.351196,-71.167349
Huron Ave opp Park Ave,Bus Stop,42.378896,-71.148062
Fresh Pond Golf Course,Bus Stop,42.380718,-71.153669
700 Huron Ave,Bus Stop,42.381181,-71.15467
Columbus Ave @ Bray St,Bus Stop,42.317078,-71.098224
Columbus Ave @ Dimock St,Bus Stop,42.319416,-71.098297
Columbus Ave @ Centre St,Bus Stop,42.325015,-71.09808
Columbia Rd @ Buttonwood St,Bus Stop,42.321113,-71.056267
Columbus Ave @ Cedar St,Bus Stop,42.328012,-71.096921
Columbus Ave @ Malcolm X Blvd,Bus Stop,42.331191,-71.094468
Ames St @ Broadway,Bus Stop,42.363498,-71.087704
Tremont St opp Prentiss St,Bus Stop,42.332706,-71.092343
Tremont St @ Ruggles St,Bus Stop,42.334793,-71.088549
Tremont St @ Melnea Cass Blvd,Bus Stop,42.335698,-71.086826
Tremont St @ Hammond St,Bus Stop,42.337226,-71.084022
Columbia Rd opp Pond St,Bus Stop,42.320041,-71.059798
Tremont St @ Northampton St,Bus Stop,42.338746,-71.081156
Massachusetts Ave @ Upland Rd,Bus Stop,42.388229,-71.119545
Tremont St @ Worcester St,Bus Stop,42.340201,-71.078602
Park Ave @ Oakland Ave,Bus Stop,42.417802,-71.180683
Tremont St @ Aguadilla St,Bus Stop,42.341773,-71.07568
Tremont St @ Upton St,Bus Stop,42.343248,-71.072883
Lake St @ Pleasant St,Bus Stop,42.405298,-71.164065
Park Ave @ Park Circle,Bus Stop,42.415312,-71.180414
Tremont St @ E Berkeley St,Bus Stop,42.345536,-71.069578
Winthrop St @ Orchard St,Bus Stop,42.413057,-71.120846
Tremont St @ Herald St,Bus Stop,42.347674,-71.068278
Tremont St @ Marginal St,Bus Stop,42.34818,-71.067595
Massachusetts Ave @ Columbia Rd,Bus Stop,42.320623,-71.061567
Charles St S @ Park Plaza,Bus Stop,42.351748,-71.067101
Tremont St @ Charles St S,Bus Stop,42.348777,-71.066481
Prospect St @ Cambridge St,Bus Stop,42.37378,-71.097963
Prospect St @ Cambridge St,Bus Stop,42.373622,-71.097843
Tremont St @ Union Pk,Bus Stop,42.343673,-71.072264
Wadsworth Rd @ Appleton St,Bus Stop,42.417136,-71.199535
Appleton St @ Virginia Rd,Bus Stop,42.418807,-71.191934
Tremont St @ Pembroke St,Bus Stop,42.341601,-71.076185
Massachusetts Ave @ Clapp St,Bus Stop,42.323479,-71.063945
Tremont St @ Concord Sq,Bus Stop,42.340447,-71.078336
Prospect St @ Oak St,Bus Stop,42.37616,-71.096266
Tremont St @ Northampton St,Bus Stop,42.33884,-71.081337
Tremont St @ Douglas Pk,Bus Stop,42.337824,-71.083178
Prospect St @ Webster Ave,Bus Stop,42.376669,-71.095686
Tremont St @ Burke St,Bus Stop,42.336908,-71.0848
Tremont St @ Columbus Ave,Bus Stop,42.335779,-71.086948
Tremont St @ Prentiss St,Bus Stop,42.33293,-71.092638
Tremont St @ Roxbury Crossing Station,Bus Stop,42.331311,-71.094831
Malcolm X Blvd opp Madison Park HS,Bus Stop,42.33109,-71.090881
Columbus Ave @ New Cedar St,Bus Stop,42.328067,-71.09731
Somerville Ave @ Merriam St,Bus Stop,42.378242,-71.091691
Waterhouse St @ Massachusetts Ave,Bus Stop,42.377759,-71.120538
Somerville Ave @ Church St,Bus Stop,42.381485,-71.100331
Somerville Ave @ School St,Bus Stop,42.381998,-71.101852
Washington St opp Harris St,Bus Stop,42.249233,-71.172161
Columbus Ave @ Heath St,Bus Stop,42.325028,-71.098483
Broadway opp Clarendon Hill Busway,Bus Stop,42.406461,-71.132577
Broadway @ Sunnyside Ave,Bus Stop,42.407393,-71.134568
Broadway @ Silk St,Bus Stop,42.408056,-71.135976
Broadway opp Cleveland St,Bus Stop,42.408827,-71.13759
Broadway @ N Union St,Bus Stop,42.40965,-71.139285
Broadway opp Harlow St,Bus Stop,42.410664,-71.141393
Broadway @ Tufts St,Bus Stop,42.411537,-71.143421
Broadway @ Allen St,Bus Stop,42.412422,-71.145571
Broadway @ Franklin St,Bus Stop,42.413862,-71.149008
Broadway @ Massachusetts Ave,Bus Stop,42.414341,-71.150282
Broadway @ Allen St,Bus Stop,42.412312,-71.145561
Broadway @ Tufts St,Bus Stop,42.411425,-71.143411
Columbus Ave @ Dimock St,Bus Stop,42.319782,-71.098393
Broadway @ Harlow St,Bus Stop,42.410554,-71.141394
Broadway @ Oxford St,Bus Stop,42.40952,-71.139313
Broadway @ Cleveland St,Bus Stop,42.408588,-71.137313
Broadway opp Silk St,Bus Stop,42.407932,-71.13596
Broadway opp Sunnyside Ave,Bus Stop,42.407284,-71.134563
Columbus Ave opp Bray St,Bus Stop,42.317478,-71.098353
Washington St @ Shepard St,Bus Stop,42.348224,-71.149882
Washington St @ Snow St,Bus Stop,42.34688,-71.148221
Medford St @ Broadway - Magoun Sq,Bus Stop,42.397092,-71.104294
Washington St @ Monastery Rd,Bus Stop,42.346111,-71.146379
Washington St @ Euston St,Bus Stop,42.344633,-71.144682
Washington St @ Commonwealth Ave,Bus Stop,42.343868,-71.143266
Washington St @ Corey Rd,Bus Stop,42.342394,-71.140567
Wahington St @ Evans Rd,Bus Stop,42.341042,-71.137945
Washington St @ Myrtle St - Cobble Hill Apt,Bus Stop,42.381697,-71.084052
Washington St @ Beacon St,Bus Stop,42.339516,-71.135747
684 Washington St,Bus Stop,42.338723,-71.134258
Washington St @ Winthrop Path,Bus Stop,42.338307,-71.131602
Gordon Ave @ Summer St,Bus Stop,42.25632,-71.125999
West St @ Lodge Hill Rd,Bus Stop,42.264777,-71.127641
Washington St @ Gardner Rd,Bus Stop,42.338412,-71.129157
Massachusetts Ave opp Magazine St,Bus Stop,42.327984,-71.067744
Washington St @ Gardner Path,Bus Stop,42.336982,-71.12648
Washington St @ Greenough Circle,Bus Stop,42.335129,-71.124667
West St opp Lodge Hill Rd,Bus Stop,42.264668,-71.127671
Washington St @ Cypress St,Bus Stop,42.334528,-71.122877
Main St opp Schraffts Bldg,Bus Stop,42.38372,-71.072326
Main St @ Union St,Bus Stop,42.374605,-71.06385
Chelsea St opp Constitution Rd,Bus Stop,42.373833,-71.05831
Chelsea St @ Warren St,Bus Stop,42.371907,-71.060949
Washington St @ Harvard St,Bus Stop,42.33296,-71.118927
Chelsea St @ Warren St,Bus Stop,42.372149,-71.060233
Chelsea St @ Fifth St,Bus Stop,42.375182,-71.056282
Vine St @ Bunker Hill St,Bus Stop,42.376958,-71.05686
Thirteenth St @ Second Ave,Bus Stop,42.377067,-71.051157
First Ave @ Ninth St,Bus Stop,42.376088,-71.052615
First Ave @ Fifth St,Bus Stop,42.37468,-71.054947
Chelsea St @ Constitution Rd,Bus Stop,42.373771,-71.058191
First Ave @ Terry Ring,Bus Stop,42.374705,-71.054667
Washington St @ Harvard St,Bus Stop,42.333109,-71.118928
First Ave @ Ninth St,Bus Stop,42.376199,-71.052255
Thirteenth St @ Fifth Ave,Bus Stop,42.37809,-71.052029
Bunker Hill St @ Baldwin St,Bus Stop,42.382514,-71.069736
Washington St @ School St,Bus Stop,42.334491,-71.122471
Washington St opp Greenough St,Bus Stop,42.335166,-71.124492
Mystic Ave @ Main St,Bus Stop,42.414759,-71.110199
Washington St @ Griggs Rd,Bus Stop,42.337403,-71.126747
Pearl St @ High St,Bus Stop,42.355395,-71.054079
Rivermoor St @ Charles Park Rd,Bus Stop,42.278959,-71.175667
Washington St opp Gardner Rd,Bus Stop,42.338497,-71.129184
Washington St @ Fairbanks St,Bus Stop,42.338364,-71.131336
Washington St @ Beacon St,Bus Stop,42.339199,-71.135066
Washington St @ Bartlett St,Bus Stop,42.341245,-71.138162
Columbia Rd @ Bird St,Bus Stop,42.314492,-71.067211
Washington St @ Corey Rd,Bus Stop,42.342466,-71.140502
Boston St @ Fr Songin Way,Bus Stop,42.328037,-71.057845
Washington St @ Commonwealth Ave,Bus Stop,42.343586,-71.142524
Washington St opp Euston Rd,Bus Stop,42.344593,-71.144416
Washington St @ Monastery Rd,Bus Stop,42.346056,-71.146117
Washington St opp Snow St,Bus Stop,42.346992,-71.148213
Washington St opp Shepard St,Bus Stop,42.34813,-71.149638
7 Winship St,Bus Stop,42.348814,-71.150755
Harvard Ave @ Commonwealth Ave,Bus Stop,42.350621,-71.131245
Harvard St @ Coolidge St,Bus Stop,42.345707,-71.127662
Harvard St @ Shailer St,Bus Stop,42.343974,-71.124518
Harvard St @ Beacon St,Bus Stop,42.342499,-71.121845
Harvard St @ Marion St,Bus Stop,42.339637,-71.121038
Adams St @ Grenwold Rd,Bus Stop,42.253016,-71.017747
Harvard St @ Harris St,Bus Stop,42.337914,-71.121506
Harvard St @ School St,Bus Stop,42.335832,-71.120492
Dewar St @ Dorchester Ave,Bus Stop,42.309967,-71.057763
Harvard St @ Washington St,Bus Stop,42.33327,-71.118824
Huntington Ave @ S Huntington Ave,Bus Stop,42.331744,-71.112992
Newland St @ Huckins Ave,Bus Stop,42.297056,-71.01647
Huntington Ave @ Parker Hill Ave,Bus Stop,42.333092,-71.109678
Huntington Ave opp Fenwood Rd,Bus Stop,42.333494,-71.106036
Tremont St opp Wigglesworth St,Bus Stop,42.333785,-71.103909
Tremont St @ Saint Alphonsus St,Bus Stop,42.332857,-71.101262
Tremont St @ Sewall St,Bus Stop,42.331819,-71.097819
Tremont St @ Columbus Ave,Bus Stop,42.331479,-71.095333
Sea St @ Moffat Rd,Bus Stop,42.262116,-70.986311
Humboldt Ave @ Seaver St,Bus Stop,42.3101,-71.09188
Humboldt Ave @ Hutchings St,Bus Stop,42.311245,-71.090936
Humboldt Ave @ Homestead St,Bus Stop,42.311784,-71.090515
Humboldt Ave @ Crawford St,Bus Stop,42.313354,-71.08924
Massachusetts Ave opp Clapp St,Bus Stop,42.323547,-71.064269
Humboldt Ave @ Waumbeck St,Bus Stop,42.314496,-71.088338
Humboldt Ave @ Wyoming St,Bus Stop,42.316043,-71.087061
Humboldt Ave @ Townsend St,Bus Stop,42.316934,-71.086503
Townsend St @ Warren St,Bus Stop,42.316392,-71.083219
Humboldt Ave @ Humboldt Ct,Bus Stop,42.318292,-71.086142
Humboldt Ave @ ML King Blvd,Bus Stop,42.319237,-71.085952
Walnut Ave @ Dale St,Bus Stop,42.321185,-71.085676
Walnut Ave @ Rockland St,Bus Stop,42.32267,-71.084643
Walnut Ave @ St Richard St,Bus Stop,42.323534,-71.084009
Massachusetts Ave @ Columbia Rd,Bus Stop,42.320516,-71.061612
Walnut Ave @ Circuit St,Bus Stop,42.323789,-71.083852
Bryant Ave @ Upton St,Bus Stop,42.250367,-71.038385
Quarry St @ Common St,Bus Stop,42.250117,-71.025084
Opp 254 Quarry St,Bus Stop,42.248427,-71.020566
Opp 150 Quarry St,Bus Stop,42.246347,-71.016357
Granite St @ Packards Lane,Bus Stop,42.244425,-71.010311
125 Granite St,Bus Stop,42.246089,-71.006084
Walnut Ave @ Rockland St,Bus Stop,42.322599,-71.084873
Walnut Ave @ Humboldt Ave,Bus Stop,42.320697,-71.086075
